sample_name,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__succinus,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__guillouiae,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__xenophagum,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__agalactiae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__melaninogenica,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__infantis,Other
12502.1T05,0.000526316,0.991052632,0,0,0.001578947,0,0,0.000526316,0,0.001052632,0,0,0.000526316,0,0,0,0,0,0,0,0.004736844
12502.0T05,0.011052632,0.978421053,0.000526316,0,0.000526316,0,0,0,0,0.000526316,0,0,0.003157895,0.001578948,0,0,0,0,0.000526316,0,0.003684212
12502.3P09,0.996842105,0,0,0,0.000526316,0,0,0,0,0.001052632,0,0,0,0,0,0,0,0,0,0,0.001578948
12502.0C10,0.761052632,0.000526316,0,0,0,0,0,0,0,0.234736842,0,0,0,0,0.001052632,0,0,0,0,0.000526316,0.002105264
12502.0C7,0.961052632,0,0.001052632,0,0,0,0,0,0,0.004736842,0,0,0,0.002631579,0.002631579,0,0,0,0,0,0.02789474
12502.0H9,0.974736842,0,0,0,0,0,0,0,0.000526316,0.007368421,0,0,0,0.001052632,0.001578948,0,0,0,0,0,0.014736843
12502.0H4,0.995263158,0,0,0,0,0,0,0,0,0.003684211,0,0,0,0,0,0,0,0,0,0.000526316,0.000526316
12502.0L3,0.452631579,0,0.537894737,0,0,0,0,0,0,0.002105263,0,0,0,0,0,0,0,0,0,0,0.007368423
12502.0L8,0.995789474,0,0,0,0,0,0,0,0,0.002631579,0,0,0,0,0,0.000526316,0,0,0,0.000526316,0.000526316
12502.0L1,0.985789474,0,0,0,0,0,0,0,0,0.003684211,0,0,0,0.001578947,0.000526316,0,0,0,0,0.003684211,0.004736844
12502.0C2,0.999473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000526316,0,0,0,0,0,0
12502.0H2,0.997894737,0,0,0,0,0,0,0,0,0.002105263,0,0,0,0,0,0,0,0,0,0,0
12502.0C6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12502.0C5,0.992105263,0,0,0,0,0,0,0,0,0.007894737,0,0,0,0,0,0,0,0,0,0,0
12502.0L9,0.996315789,0,0,0,0,0,0,0,0,0.003157895,0,0,0,0,0,0,0,0,0,0.000526316,0
12502.0H6,0.184736842,0.766315789,0,0,0.000526316,0,0,0,0,0.002105263,0,0,0,0,0,0,0,0.022105263,0,0,0.024210527
12502.0H7,0.001578947,0.994210526,0,0,0,0,0,0,0,0.003157895,0,0,0,0,0.000526316,0,0,0,0,0.000526316,0
12502.0H1,0.994210526,0,0,0,0,0,0,0,0,0.001052632,0,0,0,0,0,0.000526316,0,0,0,0,0.004210528
12502.0H3,0.913684211,0.084210526,0,0,0,0,0,0,0,0.002105263,0,0,0,0,0,0,0,0,0,0,0
12502.0H8,0.01,0.000526316,0,0,0.001052632,0,0,0,0,0.099473684,0.000526316,0,0,0.279473684,0.000526316,0,0,0,0,0,0.608421054
12502.0H10,0.996315789,0,0,0,0,0,0,0,0,0.002631579,0,0,0,0,0,0,0,0,0,0.000526316,0.000526316
12502.0C9,0.997894737,0,0,0,0,0,0,0,0,0.002105263,0,0,0,0,0,0,0,0,0,0,0
10911.0G18,0.995263158,0,0,0,0,0,0.001052632,0,0,0.000526316,0,0,0.001052632,0,0,0,0,0,0.001052632,0,0.001052632
10911.0G22,0.976315789,0.001052632,0,0,0.001052632,0,0.012105263,0,0,0.000526316,0,0,0.000526316,0,0,0,0,0,0,0,0.008421054
10911.0G2,0.003157895,0.992631579,0,0,0,0,0.001052632,0,0,0.000526316,0,0.000526316,0.001578947,0,0,0,0,0,0,0,0.000526316
10911.0P24,0.983157895,0.003157895,0,0,0.000526316,0,0.001052632,0.001052632,0,0.002105263,0,0,0,0,0,0,0.000526316,0.000526316,0,0,0.007894739
10911.0T16,0.071052632,0.926315789,0,0,0.000526316,0,0.000526316,0,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0.001052632
10911.0P18,0.408421053,0.004210526,0,0.022631579,0.037894737,0,0.114736842,0.019999999,0.012631579,0.000526316,0,0.010526316,0.051052631,0,0.007894737,0,0.035263159,0.016315789,0.009473684,0,0.248421057
10911.0C9,0.227368421,0.77,0,0,0,0,0.002105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000526316
10911.0T26,0.973684211,0.003157895,0,0,0.003157895,0,0.005789474,0.002105263,0,0,0,0.000526316,0.001578947,0,0,0,0.001578948,0,0,0,0.008421055
10911.14P31,0.994210526,0.002631579,0.000526316,0,0,0,0.000526316,0,0,0.000526316,0,0,0.000526316,0,0,0,0,0,0,0,0.001052632
10911.0G15,0.988421053,0,0,0,0,0,0.008421053,0,0,0,0,0,0.000526316,0,0,0,0,0.001578947,0,0,0.001052632
10911.0P1,0.026315789,0.003157895,0,0,0.138947368,0,0.117368421,0.088421053,0,0,0.001578947,0.006842106,0.015789474,0,0.020526317,0,0.063157895,0.054736842,0.060526315,0.004210526,0.398421058
10911.0G31,0.992105263,0,0,0,0,0,0.001052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006842107
10911.0C10,0.987894737,0.005789474,0,0,0,0,0.000526316,0,0,0,0,0,0.001578947,0,0,0,0,0,0,0,0.004210528
10911.0P3,0.007368421,0.008947368,0,0.005263158,0.078421053,0.002105263,0.061052632,0.107368421,0.015789474,0,0.004736842,0.033684211,0.061578948,0,0,0,0.048947369,0.025789474,0.053684211,0,0.485263163
10911.0T29,0.611578947,0.348947368,0,0,0.005789474,0,0.003684211,0.001578947,0,0.001578947,0,0,0.001052632,0,0.001052632,0,0.00263158,0.001052632,0.00263158,0,0.018421055
10911.0C4,0.987368421,0.001578947,0.003684211,0,0,0,0.003157895,0,0,0.000526316,0,0,0.001578947,0,0.000526316,0,0,0,0,0,0.001578948
10911.0P4,0.991052632,0.002105263,0,0,0.000526316,0,0.000526316,0.001578948,0,0,0,0,0,0,0,0,0.000526316,0,0,0,0.003684212
10911.7P36,0.976315789,0.002631579,0,0,0,0,0.005263158,0.002631579,0,0.001052632,0,0,0.002105263,0,0,0,0,0,0,0,0.010000001
10911.21P10,0.004210526,0.977368421,0.000526316,0,0.000526316,0,0.005263158,0,0,0.001578947,0,0,0.000526316,0,0,0,0,0,0,0,0.010000001
10911.0T5,0.018421053,0.003684211,0.04368421,0,0.025263158,0,0.064210526,0.005263158,0.240526317,0,0.000526316,0.111052631,0.054736842,0,0,0,0.004736842,0,0,0,0.427894738
10911.3P11,0.994736842,0.002105263,0.000526316,0,0.000526316,0,0.000526316,0,0,0,0,0.000526316,0,0,0,0,0,0,0,0,0.001052632
10911.0P35,0.565263158,0.431578947,0,0,0,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00263158
10911.0P2,0.012631579,0.007368421,0.001052632,0,0.056842106,0,0.072631579,0.120526317,0.005789473,0,0,0.016315789,0.031052632,0,0,0,0.021052632,0.037894736,0.035263157,0,0.581578964
10911.0P31,0.592105263,0.4,0,0,0,0,0.002631579,0,0,0.000526316,0,0,0,0,0,0,0.000526316,0,0,0,0.004210528
10911.7P31,0.987368421,0.004736842,0,0,0.002105263,0,0.003157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00263158
10911.3P3,0.024736842,0.745263158,0,0,0.03,0,0.001052632,0.029473684,0.005263158,0.001578947,0,0.006842105,0.000526316,0,0,0,0.013157897,0.011052632,0.016842106,0,0.114210533
10911.14P30,0.001052632,0.996315789,0,0,0.000526316,0,0,0,0,0,0,0,0.000526316,0,0,0,0,0,0,0,0.001578947
10911.3P1,0.994736842,0.000526316,0,0,0,0,0,0.001052632,0,0,0,0,0,0,0,0,0,0.000526316,0,0,0.003157896
10911.3P25,0.998421053,0.000526316,0,0,0,0,0,0,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0.000526316
10911.0T30,0.038421053,0.878421053,0.001052632,0,0.034210526,0,0.013684211,0,0.002631579,0.001578948,0,0,0.005789474,0,0,0,0,0,0,0,0.02421053
10911.0G20,0.99,0.001578947,0,0,0,0,0.002631579,0,0,0.001052632,0,0,0,0,0.000526316,0,0,0,0.001052632,0,0.003157895
10911.0P20,0.161052632,0.835263158,0,0,0,0,0.001052632,0,0,0.000526316,0,0,0.000526316,0,0,0,0,0,0,0,0.001578948
10911.0G1,0.05,0.785263158,0,0,0.001578947,0.004736842,0.028947368,0.002105263,0,0.078947368,0,0,0.006842105,0,0,0,0,0,0,0,0.04157895
10911.0G8,0.03,0.717368421,0,0,0,0,0,0,0,0.252631578,0,0,0,0,0,0,0,0,0,0,0
10911.0T27,0.990526316,0.004210526,0.000526316,0,0.000526316,0,0.000526316,0.000526316,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0.00263158
10911.0P5,0.013157895,0.005263158,0.951052631,0,0,0,0.004210526,0.00631579,0,0.001578948,0,0.001052632,0.001578947,0,0.000526316,0,0.002105264,0.000526316,0.000526316,0,0.012105267
10911.14P12,0.017368421,0.006315789,0,0,0.115789474,0,0.203684211,0.011578948,0,0.007368421,0,0.001052632,0.027894736,0,0,0,0.019473684,0.07,0.056315789,0,0.463157897
10911.0C7,0.991052632,0.001578947,0.000526316,0,0.000526316,0,0.001578947,0,0,0,0,0,0.000526316,0,0,0,0,0,0,0.000526316,0.003684212
10911.0C36,0.987894737,0.006315789,0,0,0.000526316,0,0.001052632,0,0,0.001578947,0,0,0,0,0,0,0,0,0,0,0.00263158
10911.0G21,0.993684211,0.000526316,0,0,0.000526316,0,0,0,0,0.000526316,0,0,0.001052632,0,0,0,0,0,0,0,0.003684212
10911.0T15,0.005263158,0.987368421,0,0,0,0,0.002631579,0,0,0,0,0,0.001052632,0,0,0,0,0,0.000526316,0,0.003157896
10911.0C30,0.988947368,0,0,0,0.002105263,0,0.004210526,0,0.001052632,0,0,0.000526316,0,0,0,0,0,0,0,0,0.003157895
10911.0C32,0.990526316,0.003157895,0,0,0,0,0.002631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003684212
10911.3P14,0.291052632,0.703684211,0,0,0,0,0.001578947,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0,0.003157896
10911.0G32,0.991052632,0.003684211,0,0,0.000526316,0,0.000526316,0,0,0,0,0,0.000526316,0,0,0,0,0,0,0,0.003684212
10911.0T12,0.996315789,0,0,0,0.001052632,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0,0.000526316,0,0.001578948
10911.14P29,0.007894737,0.065789474,0.098947368,0,0,0,0.092105263,0,0.201578948,0,0,0.075263162,0.017894737,0,0,0,0,0,0,0,0.440526324
10911.0G5,0.014210526,0.961578947,0,0,0.001578947,0,0,0.001052632,0.001052632,0.000526316,0,0,0,0.005789474,0,0,0.000526316,0.001052632,0.000526316,0.001578947,0.01052632
10911.3P20,0.055263158,0.942105263,0,0,0,0,0.001052632,0,0,0.001052632,0,0,0,0,0,0,0,0,0,0,0.000526316
10911.3P5,0.012105263,0.008421052,0.90368421,0,0.006842106,0,0.005263158,0.011578948,0.002105263,0.002105263,0.000526316,0.003157896,0.002631579,0,0,0,0,0.001578947,0.001578948,0,0.038421058
10911.7P12,0.987894737,0.002105263,0,0,0.001052632,0,0,0.001052632,0,0.001052632,0,0,0.002105263,0,0,0,0,0.000526316,0,0,0.004210528
10911.0P15,0.990526316,0,0,0,0.000526316,0,0.002105263,0.001578947,0,0,0,0,0.001052632,0,0,0,0,0,0,0,0.004210528
10911.0P36,0.998947368,0.000526316,0,0,0,0,0,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0,0
10911.0T7,0.985263158,0.001052632,0,0,0.000526316,0,0.002631579,0.00368421,0,0.000526316,0,0,0.000526316,0,0,0,0,0.000526316,0.002105264,0,0.003157896
10911.0P7,0.351578947,0.633157895,0,0,0,0,0.002105263,0.001578948,0,0.000526316,0,0,0,0,0,0,0.000526316,0,0.001052632,0.000526316,0.008947371
10911.0T35,0.020526316,0.925789474,0.049473684,0,0,0,0.001052632,0,0,0.000526316,0,0,0.000526316,0,0,0,0,0,0,0,0.002105264
10911.0G12,0.993684211,0.004210526,0,0,0.000526316,0,0,0,0,0,0,0,0.000526316,0,0,0,0,0,0,0,0.001052632
10911.0C20,0.930526316,0,0.000526316,0,0.007368421,0,0.009473684,0,0.008421053,0.001052632,0,0.003157895,0.006842105,0,0.004736842,0,0,0,0,0,0.027894737
10911.0P11,0.980526316,0.002631579,0,0,0.000526316,0.000526316,0.005789474,0,0,0,0,0,0.000526316,0,0.000526316,0,0,0,0,0,0.00894737
10911.0G29,0.996842105,0.002105263,0,0,0,0,0,0,0,0.001052632,0,0,0,0,0,0,0,0,0,0,0
10911.0P13,0.058947368,0.938421053,0,0,0,0,0,0,0.000526316,0.000526316,0,0,0.000526316,0,0.000526316,0,0,0,0,0,0.000526316
10911.0T14,0.018947368,0.011578947,0.00631579,0,0,0,0.328947368,0,0.003157895,0.003684211,0,0.003157895,0.361578947,0,0.001578947,0,0,0,0,0,0.261052633
10911.3P21,0.994736842,0.003157895,0.000526316,0,0,0,0.001052632,0,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0
10911.0P17,0.336315789,0.626842105,0,0,0.003157895,0,0.003684211,0.007368421,0.001578948,0,0,0.001052632,0,0,0,0,0.001578948,0.002105263,0.002631579,0,0.013684214
10911.7P32,0.775789474,0.219473684,0,0,0,0,0.001578947,0,0,0,0,0,0.000526316,0,0,0,0,0,0,0,0.00263158
10911.0P29,0.994736842,0.001052632,0.000526316,0,0,0,0.001052632,0,0,0.000526316,0,0,0,0,0,0,0,0,0.000526316,0,0.001578948
10911.0C24,0.007368421,0.002105263,0,0,0.005263158,0.005263158,0.012105263,0,0,0,0.187894737,0,0.001578948,0.009473684,0.131578947,0,0,0,0,0.022631579,0.61473686
10911.7P35,0.548947368,0.446842105,0,0,0,0,0.001052632,0,0.000526316,0.000526316,0,0,0,0,0,0,0,0,0,0,0.002105264
10911.0G10,0.008421053,0.986842105,0,0,0,0,0.002105263,0,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0.002105264
10911.3P15,0.999473684,0,0,0,0,0,0,0,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0
10911.0C34,0.997894737,0.002105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10911.0T6,0.945789474,0.001578947,0,0,0.001578948,0,0.011052632,0.009473683,0,0.000526316,0,0,0.002105263,0,0,0,0.001578947,0.001578948,0.004736843,0,0.020000004
10911.0P32,0.954736842,0.002105263,0,0,0.000526316,0,0.008421053,0,0.00631579,0,0,0.000526316,0.001578948,0,0,0,0,0.010526316,0,0,0.01526316
10911.0P25,0.007368421,0.001052632,0,0.012105263,0.104736842,0,0.031578947,0.126842106,0,0,0,0.028947369,0.023157894,0,0,0,0.08157895,0.049473685,0.054210526,0,0.478947375
10911.0P21,0.034210526,0.002631579,0.939473684,0,0.002631579,0,0.003157895,0.002105264,0,0.001578947,0,0,0.000526316,0,0,0,0,0,0,0.000526316,0.013157898
10911.3P4,0.982105263,0,0,0.000526316,0.001578947,0,0,0.00263158,0,0.001052632,0,0,0,0,0,0,0.001578948,0.000526316,0.000526316,0,0.009473687
10911.3P27,0.997894737,0,0,0,0,0,0.000526316,0,0,0.000526316,0,0,0.000526316,0,0,0,0,0,0,0,0.000526316
10911.7P7,0.579473684,0.416842105,0,0,0,0,0.002631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001052632
10911.0T34,0.166842105,0.807894737,0.023157894,0,0,0,0.001052632,0,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0.000526316
10911.0G34,0.997894737,0,0,0,0,0,0.001052632,0,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0.000526316
10911.14P11,0.007894737,0.003684211,0,0.016315789,0.152105263,0,0.075789474,0.141578948,0,0,0,0.011578947,0.021052632,0,0,0,0.040000001,0.001578947,0.099473685,0,0.428947374
10911.0P6,0.161052632,0.813157895,0,0,0.002105263,0,0.000526316,0.004210527,0,0,0,0,0.001578947,0,0,0.000526316,0,0.002105264,0.001052632,0,0.013684216
10911.0T36,0.67,0.203157895,0.008947369,0,0,0,0.004736842,0.000526316,0.023157895,0,0,0.047368423,0.004210526,0,0,0,0,0,0.001052632,0,0.036842107
10911.21P21,0.165263158,0.014736842,0.55631579,0,0.005263158,0,0.084210526,0,0.004210526,0.002105263,0,0.018421052,0.001578947,0,0,0,0,0,0,0,0.147894739
10911.0T18,0.017894737,0.004210526,0,0.006315789,0.158947368,0,0.121052632,0.076315789,0,0,0,0.040526316,0.027368422,0,0,0,0.084210528,0.000526316,0.02,0,0.44263158
10911.0C28,0.997368421,0,0,0,0,0,0,0,0,0.000526316,0,0,0.000526316,0,0,0,0,0,0.001052632,0,0.000526316
10911.0C31,0.982631579,0.002105263,0,0,0,0,0.002105263,0,0,0,0,0,0.001052632,0,0,0,0,0,0,0,0.012105266
10911.0G23,0.990526316,0.002105263,0,0,0,0,0.003684211,0,0,0,0,0.000526316,0,0,0,0,0,0,0,0,0.003157896
10911.7P20,0.004736842,0.003684211,0.005789473,0,0.080000001,0,0.037894737,0.086315789,0.022631579,0.002105263,0.061578947,0.010526316,0.01,0.145789474,0.01368421,0,0.014210528,0.018947369,0.036315789,0.072631579,0.373157902
10911.7P11,0.007368421,0.003157895,0,0.009473684,0.122631579,0,0.054736842,0.129473683,0.006315789,0.001052632,0,0.007368421,0.049473684,0,0,0,0.046315792,0.042631579,0.024210527,0,0.495789474
10911.3P6,0.623684211,0.373157895,0,0,0.000526316,0,0,0.001052632,0.000526316,0,0,0,0,0,0,0,0,0,0,0,0.001052632
10911.0C33,0.1,0.006315789,0,0,0.013684211,0,0.161578947,0,0.001578947,0.002631579,0.002105263,0.001052632,0.032631579,0.003684211,0,0,0,0,0,0.014736842,0.660000007
10911.14P8,0.025263158,0.966842105,0,0,0,0,0.002105263,0,0.000526316,0.001052632,0,0,0,0,0,0,0,0,0,0,0.004210528
10911.0T21,0.98,0,0,0,0.004210527,0,0.004736842,0.001052632,0,0,0,0,0.001052632,0,0,0,0,0,0.000526316,0,0.008421054
10911.0C6,0.435789474,0.560526316,0,0,0,0,0,0,0,0.000526316,0,0,0.000526316,0,0,0,0,0,0,0,0.00263158
10911.0T28,0.018947368,0.001052632,0,0.006842105,0.124736841,0,0.081052632,0.138947368,0.000526316,0,0,0.024736842,0.011052632,0,0.010526316,0,0.065789474,0.021052631,0.030526316,0,0.464210535
10911.0C14,0.986842105,0.003157895,0,0,0,0,0.005789474,0.000526316,0,0,0,0,0.000526316,0,0,0,0,0,0,0,0.003157896
10911.3P8,0.679473684,0.17,0,0,0.013684211,0,0.017368421,0.021578947,0,0.000526316,0,0,0.002631579,0.001578948,0,0,0.004736842,0.002631579,0.009999999,0,0.07578948
10911.0C17,0.976842105,0.002105263,0,0,0.000526316,0,0.008947368,0,0,0,0,0,0.003684211,0,0,0,0,0,0,0,0.007894738
10911.3P35,0.051052632,0.941578947,0,0,0,0,0.004210526,0,0,0.000526316,0,0,0.000526316,0,0,0,0,0,0,0,0.002105264
10911.7P5,0.007368421,0.009473684,0.945789474,0,0,0,0.013684211,0.000526316,0,0.001052632,0,0,0.002105263,0,0,0,0,0,0,0.000526316,0.019473685
10911.21P36,0.005263158,0.005263158,0.003684211,0.001052632,0.005263159,0,0.008421053,0.221052632,0.005263159,0,0.012105263,0.022631583,0.002631579,0.015789474,0.000526316,0,0.001052632,0.035789474,0.030000001,0.003684211,0.620526354
10911.0C16,0.992631579,0.002105263,0,0,0,0,0.002105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003157895
10911.0P14,0.49,0.468421053,0,0,0,0,0.001578947,0,0,0,0,0,0,0,0.008421054,0,0.001052632,0.000526316,0,0.000526316,0.029473693
10911.3P32,0.510526316,0.489473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10911.7P18,0.987894737,0.001578947,0,0,0,0,0.002631579,0,0,0.000526316,0,0,0.000526316,0,0,0,0.001052632,0,0.002105263,0,0.003684212
10911.3P18,0.996842105,0.002631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000526316
10911.0T19,0.333157895,0.654736843,0.000526316,0,0.000526316,0,0.000526316,0.002105263,0,0.000526316,0,0,0,0,0,0,0.001052632,0.000526316,0.001052632,0,0.00526316
10911.7P24,0.996315789,0.000526316,0,0,0.000526316,0,0.001052632,0,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0.001052632
10911.0P10,0.915263158,0,0.075263157,0,0,0,0.001052632,0.001052632,0,0,0.000526316,0,0,0,0,0,0.001052632,0,0.000526316,0,0.00526316
10911.3P7,0.744210526,0.252631579,0,0,0.001052632,0,0,0,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0.001578948
10911.7P10,0.996315789,0.000526316,0,0,0,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00263158
10911.3P22,0.976315789,0.000526316,0.021578948,0,0,0,0,0,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0.001052632
10911.7P21,0.992631579,0,0,0.000526316,0,0,0.001052632,0.001052632,0,0.000526316,0,0.000526316,0.001578947,0,0,0,0,0,0,0,0.002105264
10911.0P12,0.992105263,0.000526316,0.001052632,0,0,0,0.000526316,0,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0.005263159
10911.14P7,0.112631579,0.883684211,0,0,0.000526316,0,0,0,0,0,0,0,0.001578947,0,0,0,0,0,0,0,0.001578948
10911.0C25,0.431578947,0.558421053,0,0,0,0,0.004736842,0.001052632,0,0,0,0,0.001052632,0,0,0,0,0,0,0,0.003157896
10911.3P34,0.053157895,0.946315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000526316
10911.0T20,0.987894737,0,0,0,0.002631579,0,0.001052632,0.002105264,0.000526316,0.000526316,0,0,0,0,0,0,0,0,0.000526316,0,0.004736844
10911.0G6,0.986842105,0.007894737,0.000526316,0,0.000526316,0,0.002105263,0,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0.001578948
10911.0G35,0.175263158,0.020526316,0,0,0.000526316,0,0.154736842,0,0.001052632,0.001052632,0.016315789,0.024210527,0.004210527,0,0,0,0,0,0,0.014210526,0.587894736
10911.3P9,0.983157895,0.000526316,0,0,0.000526316,0,0.003157895,0.00368421,0,0.000526316,0,0,0.001052632,0,0,0,0,0,0.000526316,0,0.006842108
10911.3P2,0.077894737,0.001578947,0.2,0,0.05,0,0.054210526,0.101052632,0.017368421,0,0,0.009473685,0.013157895,0,0.003684211,0,0.047368421,0.020526316,0.046842105,0,0.356842111
10911.0G28,0.998421053,0.000526316,0,0,0,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000526316
10911.7P19,0.945789474,0.001578947,0,0,0.003684211,0,0.003684211,0.005263158,0.009473684,0,0,0.002631579,0,0,0,0,0,0.005789474,0.001578947,0,0.02052632
10911.0C3,0.004736842,0.985789474,0,0,0,0,0.004210526,0,0,0.000526316,0,0,0.001052632,0,0,0,0,0,0,0,0.003684211
10911.3P33,0.97,0.001578947,0,0,0,0,0.007894737,0,0,0.005263158,0,0,0,0,0,0,0,0,0.000526316,0,0.014736844
